occurenceId	sourceTaxonName	targetTaxonName	interactionTypeName	interactionTypeId	Season	Start Month	Start Date	2014	End Month	End Date	End Year	Country	localityName	synchronous_YN	contact_YN	roostCat1	ENVO_cat1	roostCat2	ENVO_cat2	roostCat3	ENVO_cat3	InteractionText	roostUsageType	InteractionReferencePage	Basis of record	RecordReference	FrequencyofOccurances	Tags	Habitat	referenceFileName	referenceDOI	referenceURL	referenceCitation	contributors
BatesHarrison1997-a366	Plecotus austriacus		roosts in			06						India	Leh, Ladakh			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	At Leh in Ladakh, it was collected in a bungalow at an altitude of3231 metres (10500 feet) in June.		139						Bates_Harrison_2362			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a367	Plecotus austriacus		roosts in			07						Pakistan	Sharan			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	inside room	ENVO_01000426	In northern Pakistan, it was found in the loft of a forest rest house at Sharan at2461 metres (8000 feet) in July (BMNH).		139	Specimen Record	BMNH				Bates_Harrison_2363			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a368	Plecotus austriacus		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	inside room	ENVO_01000426	Roberts (1977) noted a colony of about 40individuals in a loft. They were tightly clusteredtogether and hanging in the open from a wooden beam;once disturbed they retreated into crevices in the stonewalls.		139	Literature Observation	Roberts (1977)				Bates_Harrison_2364			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a369	Plecotus austriacus		roosts in									India	Kashmir Valley			anthropogenic	ENVO_00000070	excavated structure		tunnel	ENVO_00000066	According to Nath (1987), it also lives in tunnelssuch as those found in the barren mountains of theKashmir Valley; other specimens were recovered fromthe Hari Parbat Fort area of Srinagar.		139	Literature Observation	Nath (1987)				Bates_Harrison_2365			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a370	Barbastella leucomelas		roosts in													tree	ENVO_01001057	standing tree		under bark on standing tree		It favours crevices under bark andtree hollows for its diurnal roosts in summer, but hasalso been collected in caves and tunnels in the formerUSSR and in a mine-shaft in Iran (Roberts, 1977).		141						Bates_Harrison_2366			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a371	Barbastella leucomelas		roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		It favours crevices under bark andtree hollows for its diurnal roosts in summer, but hasalso been collected in caves and tunnels in the formerUSSR and in a mine-shaft in Iran (Roberts, 1977).		141						Bates_Harrison_2367			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a372	Barbastella leucomelas		roosts in									Russia				cave	ENVO_00000067					It favours crevices under bark andtree hollows for its diurnal roosts in summer, but hasalso been collected in caves and tunnels in the formerUSSR and in a mine-shaft in Iran (Roberts, 1977).		141						Bates_Harrison_2368			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a373	Barbastella leucomelas		roosts in									Russia				anthropogenic	ENVO_00000070	excavated structure		tunnel	ENVO_00000066	It favours crevices under bark andtree hollows for its diurnal roosts in summer, but hasalso been collected in caves and tunnels in the formerUSSR and in a mine-shaft in Iran (Roberts, 1977).		141						Bates_Harrison_2369			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a374	Barbastella leucomelas		roosts in									Iran				anthropogenic	ENVO_00000070	excavated structure		mine	ENVO_00000076	It favours crevices under bark andtree hollows for its diurnal roosts in summer, but hasalso been collected in caves and tunnels in the formerUSSR and in a mine-shaft in Iran (Roberts, 1977).		141	Literature Observation	Roberts, 1977				Bates_Harrison_2370			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a375	Barbastella leucomelas		roosts in									India	Kapkot, Uttar Pradesh			anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	In Uttar Pradesh, it was collected in a mist net set in abungalow at Kapkot (1140 metres; 3705 feet) in thesubtropical zone of the Saqu Valley, Almora district(Bhat, 1974).		141	Literature Observation	Bhat, 1974				Bates_Harrison_2371			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a376	Otonycteris hemprichii		roosts in									India	Shankarachaiya hill, Srinagar			rock shelter	ENVO_00000481					Nath (1987) collected this speciesfrom the steep sides of Shankarachaiya hill in Srinagar.According to Gharaibeh & Qumsiyeh (1995), it isusually a solitary bat, although clusters of up to 18females have been reported. It roosts in rock crevicesand buildings.		143	Literature Observation	Nath (1987)				Bates_Harrison_2372			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a377	Otonycteris hemprichii		roosts in													rock shelter	ENVO_00000481	in crack or crevice				Nath (1987) collected this speciesfrom the steep sides of Shankarachaiya hill in Srinagar.According to Gharaibeh & Qumsiyeh (1995), it isusually a solitary bat, although clusters of up to 18females have been reported. It roosts in rock crevicesand buildings.		143						Bates_Harrison_2373			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a378	Otonycteris hemprichii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Nath (1987) collected this speciesfrom the steep sides of Shankarachaiya hill in Srinagar.According to Gharaibeh & Qumsiyeh (1995), it isusually a solitary bat, although clusters of up to 18females have been reported. It roosts in rock crevicesand buildings.		143						Bates_Harrison_2374			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a379	Scotomanes ornatus		roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		In China, its diurnal roosts include the branchesof trees at a height of some 2 to 4 metres above theground (Allen, 1938); it is also known to roost in bananaleaves (Lekagul & McNeely, 1977).		146	Literature Observation	Allen, 1938				Bates_Harrison_2375			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a380	Scotomanes ornatus	Musa	roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		In China, its diurnal roosts include the branchesof trees at a height of some 2 to 4 metres above theground (Allen, 1938); it is also known to roost in bananaleaves (Lekagul & McNeely, 1977).		146	Literature Observation	Lekagul & McNeely, 1977				Bates_Harrison_2376			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a381	Scotophilus heathii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			Diurnal roosts includecrevices and hollows in old buildings; hollow banyan andpeepal trees (Sinha, 1986a); leaf-stems in the crowns ofcoconut palms (Phillips, 1980) and under the leaves ofpalmyra trees.	day roost	149	Literature Observation	Sinha, 1986a				Bates_Harrison_2377			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a382	Scotophilus heathii	banyan tree	roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		Diurnal roosts includecrevices and hollows in old buildings; hollow banyan andpeepal trees (Sinha, 1986a); leaf-stems in the crowns ofcoconut palms (Phillips, 1980) and under the leaves ofpalmyra trees.	day roost	149	Literature Observation	Sinha, 1986a				Bates_Harrison_2378			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a383	Scotophilus heathii	peepal tree	roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		Diurnal roosts includecrevices and hollows in old buildings; hollow banyan andpeepal trees (Sinha, 1986a); leaf-stems in the crowns ofcoconut palms (Phillips, 1980) and under the leaves ofpalmyra trees.	day roost	149	Literature Observation	Sinha, 1986a				Bates_Harrison_2379			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a384	Scotophilus heathii	coconut palms	roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		Diurnal roosts includecrevices and hollows in old buildings; hollow banyan andpeepal trees (Sinha, 1986a); leaf-stems in the crowns ofcoconut palms (Phillips, 1980) and under the leaves ofpalmyra trees.	day roost	149	Literature Observation	Phillips, 1980				Bates_Harrison_2380			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a385	Scotophilus heathii	palmyra tree	roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		Diurnal roosts includecrevices and hollows in old buildings; hollow banyan andpeepal trees (Sinha, 1986a); leaf-stems in the crowns ofcoconut palms (Phillips, 1980) and under the leaves ofpalmyra trees.	day roost	149						Bates_Harrison_2381			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a386	Scotophilus heathii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	in roof	ENVO_01000472	It is not shy of natural light and has beenfoimd in well lit areas in the roofs of houses (Madhavan,1980).		149	Literature Observation	Madhavan, 1980				Bates_Harrison_2382			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a387	Scotophilus heathii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	In India, colony size varies between one and fifty(Sinha, 1986a); there may be several clusters ofindividuals occupying different locations in the samehouse (Madhavan, 1980).		149	Literature Observation	Madhavan, 1980				Bates_Harrison_2383			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a388	Scotophilus kuhlii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	in roof	ENVO_01000472	It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Wroughton, 1914				Bates_Harrison_2384			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a389	Scotophilus kuhlii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house	ENVO_01000417	It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Sinha, 1986a				Bates_Harrison_2385			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a390	Scotophilus kuhlii		roosts in													cave	ENVO_00000067					It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Wroughton, 1915a				Bates_Harrison_2386			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a391	Scotophilus kuhlii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073	house of worship/temple		It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Wroughton, 1915a				Bates_Harrison_2387			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a392	Scotophilus kuhlii	palm	roosts in													tree	ENVO_01001057	standing tree		cavity in standing tree		It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Wroughton, 1915a				Bates_Harrison_2388			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a393	Scotophilus kuhlii		roosts in													tree	ENVO_01001057	standing tree		leaf;plant structure		It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Sinha, 1986a				Bates_Harrison_2389			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
BatesHarrison1997-a394	Scotophilus kuhlii		roosts in													anthropogenic	ENVO_00000070	domestic building	ENVO_00000073			It is frequently found inassociation with man in towns and villages. Its diurnalroosts include the roofs (Wroughton, 1914) and crevicesof houses (Sinha, 1986a); caves, temples, hollow palmtrees (Wroughton, 1915a); dry leaves of trees (Sinha,1986a) and holes in walls (Brosset, 1962c).	day roost	150	Literature Observation	Brosset, 1962c				Bates_Harrison_2390			Bates, P. J. J., and D. L. Harrison. 1997. Bats of the Indian Subcontinent. Harrison Zoological Museum, Sevenoaks, Kent.	ACS
